ppd_id,filename,size_bytes
26,FL_FL-FRS_AV_2006_26.pdf.pdf,583769
26,FL_FL-FRS_AV_2007_26.pdf.pdf,608583
26,FL_FL-FRS_AV_2008_26.pdf.pdf,71223749
26,FL_FL-FRS_AV_2009_26.pdf.pdf,623410
26,FL_FL-FRS_AV_2010_26.pdf.pdf,571318
26,FL_FL-FRS_AV_2011_26.pdf.pdf,1190678
26,FL_FL-FRS_AV_2012_26.pdf.pdf,3349715
26,FL_FL-FRS_AV_2013_26.pdf.pdf,799843
26,FL_FL-FRS_AV_2014_26.pdf.pdf,1051398
26,FL_FL-FRS_AV_2014_26_GASB67.pdf.pdf,87016
26,FL_FL-FRS_AV_2015_26.pdf.pdf,1188470
26,FL_FL-FRS_AV_2015_26_GASB67.pdf.pdf,139038
26,FL_FL-FRS_AV_2016_26.pdf.pdf,820327
26,FL_FL-FRS_AV_2016_26_GASB67.pdf.pdf,202237
26,FL_FL-FRS_AV_2017_26.pdf.pdf,1151259
26,FL_FL-FRS_AV_2017_26_GASB67.pdf.pdf,342730
26,FL_FL-FRS_AV_2018_26.pdf.pdf,1165884
26,FL_FL-FRS_AV_2018_26_GASB67.pdf.pdf,360878
26,FL_FL-FRS_AV_2019_26.pdf.pdf,951434
26,FL_FL-FRS_AV_2019_26_GASB67.pdf.pdf,351747
26,FL_FL-FRS_AV_2020_26.pdf.pdf,1853047
26,FL_FL-FRS_AV_2020_26_GASB67.pdf.pdf,428173
26,FL_FL-FRS_AV_2021_26.pdf.pdf,977743
26,FL_FL-FRS_AV_2021_26_GASB67.pdf.pdf,192093
26,FL_FL-FRS_AV_2022_26.pdf.pdf,1297752
26,FL_FL-FRS_AV_2022_26_GASB67.pdf.pdf,193434
